	address	attributes	AcceptsInsurance	AgesAllowed	Alcohol	Ambience	BYOB	BYOBCorkage	BestNights	BikeParking	BusinessAcceptsBitcoin	BusinessAcceptsCreditCards	BusinessParking	ByAppointmentOnly	Caters	CoatCheck	Corkage	DietaryRestrictions	DogsAllowed	DriveThru	GoodForDancing	GoodForKids	GoodForMeal	HairSpecializesIn	HappyHour	HasTV	Music	NoiseLevel	Open24Hours	OutdoorSeating	RestaurantsAttire	RestaurantsCounterService	RestaurantsDelivery	RestaurantsGoodForGroups	RestaurantsPriceRange2	RestaurantsReservations	RestaurantsTableService	RestaurantsTakeOut	Smoking	WheelchairAccessible	WiFi	business_id	categories	city	hours	Friday	Monday	Saturday	Sunday	Thursday	Tuesday	Wednesday	is_open	latitude	longitude	name	neighborhood	postal_code	review_count	stars	state	cuisine
115610	10880 W Charleston Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					True		True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False				False	casual		False	True	1	False	False	True			free	meIoY_9NhN8ttxL7ZcpEYQ	Restaurants, American (Traditional), Burgers, Fast Food	Las Vegas		6:0-0:0	6:0-0:0	6:0-0:0	7:0-0:0	6:0-0:0	6:0-0:0	6:0-0:0	1	36.1601058	-115.3334407	Burger King	Summerlin	89135	26	2.5	NV	american
115888	4360 S Decatur Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}			False			False		True	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}	average		False	casual		False	True	1	True	True	True	yes	True	no	h-vvpbPlzrR2KrjVvqBMrA	Restaurants, Food, Event Planning & Services, Venues & Event Spaces, Karaoke, Sports Bars, Nightlife, American (Traditional), Bars, Party & Event Planning, Breweries	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1106107	-115.2074609	Jackpot Bar & Grill		89103	27	4.0	NV	american
115949	7480 South Rainbow Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}							False		True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		True	False	2	False	False	True			free	_05kkfNQcAsj8eh-9wzI4w	Restaurants, Burgers, American (Traditional)	Las Vegas		11:30-21:0	11:30-21:0	11:30-21:0	11:30-21:0	11:30-21:0	11:30-21:0	11:30-21:0	0	36.0527762	-115.242431	Cheeburger Cheeburger Express	Southwest	89139	17	2.0	NV	american
116052	2660 S Maryland Pkwy, Ste 24				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	True	False	True	{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}		False	False			False		True	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	1	False	False	True	yes	True	free	nNV0E5Nve_dJ1uh_6nTK8w	Yelp Events, Bars, Beer, Wine & Spirits, Food, Sports Bars, Beer Bar, American (Traditional), Nightlife, Lounges, Dive Bars, Restaurants, Local Flavor	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1413706	-115.1367974	Island bar and grill	Eastside	89169	23	4.0	NV	american
116136	4111 Boulder Hwy				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			False		quiet		False	casual		False	True	2	True	True	True			no	zTkMh_RUVZW-J3lh7-l09Q	Italian, Seafood, Steakhouses, Buffets, Mexican, Restaurants, American (Traditional)	Las Vegas		17:0-22:0		17:0-22:0	17:0-21:0	17:0-21:0		17:0-21:0	1	36.133220722	-115.084847588	Pasta Cucina		89121	32	3.5	NV	american
116237	10990 Lavender Hill Dr, Bldg 8B				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	2	False	True	True			no	c-NXKTJ0jrrusTPxJAUwvA	American (Traditional), Burgers, Restaurants	Las Vegas		11:0-23:0	11:0-22:0	11:0-23:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	1	36.1457336231	-115.333381956	Red Robin Gourmet Burgers	South Summerlin	89135	288	2.5	NV	american
116510	8680 Warm Springs Rd, Ste 170																																									GxQGCl4hX6nbRdSYH9egEw	Burgers, American (Traditional), Restaurants, Chicken Wings	Las Vegas		11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	0	36.0561222	-115.2812612	Meat Chix And Wieners	Spring Valley	89148	3	3.5	NV	american
116840	4455 S Buffalo Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True	yes	True	no	n_r2zY-SmI5kxaUODwi2Lg	Sports Bars, Bars, American (Traditional), Restaurants, Burgers, Nightlife	Las Vegas									1	36.1080012	-115.2615908	Rounders	Spring Valley	89147	26	4.0	NV	american
117347	7450 W Cheyenne Ave				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			True		quiet		False	casual		False	True	2		False	True		True		nupAsas-_hc8225O_5APMQ	Restaurants, American (Traditional)	Las Vegas									0	36.2185429	-115.2595642	Harold's Chicken & Fish	Northwest	89129	10	3.5	NV	american
117373	5597 S Rainbow Blvd, Ste 110				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		True	True	2	False	False	True			no	EcsUxHW1keLUl5w-3ZEbAw	Restaurants, Barbeque, Southern, American (Traditional)	Las Vegas									1	36.08738	-115.24358	Dickey's Barbecue Pit	Spring Valley	89118	161	3.5	NV	american
117382	9295 W Flamingo Rd, Ste 100				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	1	False	True	True	yes		free	BjPph9SbmEfox2vip326PQ	American (Traditional), Restaurants, Sports Bars, Event Planning & Services, Bars, Caterers, Nightlife	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.11439	-115.294264	Brooksy's Bar & Grill	Spring Valley	89147	93	4.0	NV	american
117606	4445 W Charleston Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	1	False	False	True			no	d-NDnFSfwUZ2wf4aDBic5Q	Chicken Wings, Restaurants, Food, Desserts, Pizza, American (Traditional)	Las Vegas		11:0-21:0	11:0-21:0	11:0-21:0	11:0-21:0	11:0-21:0	11:0-21:0	11:0-21:0	1	36.1580065234	-115.200138241	Cicis	Westside	89102	84	3.0	NV	american
117759	905 S Grand Central Pkwy, Ste 1700				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	False	False	True		True	no	CO5ofU1HQIBf1KWvb5ysLQ	Fast Food, Restaurants, American (Traditional), Ice Cream & Frozen Yogurt, Burgers, Food	Las Vegas		11:0-22:0	11:0-22:0	11:0-22:0	11:0-21:0	11:0-22:0	11:0-22:0	11:0-22:0	1	36.162831	-115.159245	Shake Shack	Downtown	89106	45	4.0	NV	american
118685	8540 S Maryland Pkwy				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	2	False	True	True	yes		no	AmJ0GFlYCAap-vGYxv-OJQ	Breakfast & Brunch, Nightlife, American (Traditional), Gastropubs, Restaurants, Bars	Las Vegas									1	36.0347089	-115.1354355	Rocky's Bar and Grill	Southeast	89123	76	4.0	NV	american
119288	2550 Chandler Ave, Ste 34												{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}																				True			True		True				tg1Y3RZfUcK8_GHYhLLxgw	Barbeque, Street Vendors, Caterers, Food Stands, Restaurants, Event Planning & Services, Food, American (Traditional)	Las Vegas		9:0-21:0	9:0-21:0	9:0-21:0		9:0-21:0	9:0-21:0	9:0-21:0	1	36.0744587	-115.1139653	Rocket Man BBQ & Catering	Southeast	89120	4	5.0	NV	american
119609	7010 S Rainbow Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					True		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	1	False	False	True			free	2HxaDXZmAOH6LiuzGgNdPA	Restaurants, Breakfast & Brunch, Mexican, Salad, Sandwiches, American (Traditional), Diners, Burgers	Las Vegas		6:0-23:0	6:0-23:0	6:0-23:0	6:0-23:0	6:0-23:0	6:0-23:0	6:0-23:0	1	36.0615179	-115.2424786	Farmer Boys	Spring Valley	89118	196	3.0	NV	american
120850	8560 W Desert Inn Rd, Ste D1				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False				False			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	1	False	True	True		True	free	q3YnYPjLuBGRDi_59yTC5g	American (Traditional), Vietnamese, Restaurants	Las Vegas		11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	1	36.1300256	-115.2778085	Sidestreet Pho and Grill	Westside	89117	564	4.5	NV	american
121093	5757 Wayne Newton Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False	False					False	True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		False	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True	no	True	free	XrR41SdmAlPJ__02noDrEQ	American (Traditional), Restaurants, Fast Food, Tex-Mex, Bars, Nightlife	Las Vegas		4:30-23:0	4:30-23:0	4:30-23:0	4:30-23:0	4:30-23:0	4:30-23:0	4:30-23:0	1	36.0810741738	-115.139355697	Chili's	Southeast	89111	133	2.5	NV	american
121490	1229 E Flamingo Rd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True					True		True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	2	False	False	True			no	tzWel0UC8ItdmPAY4zi6wA	Chicken Wings, Fast Food, American (Traditional), Restaurants	Las Vegas		10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	1	36.1141792	-115.1373503	Popeyes Louisiana Kitchen	University	89119	32	1.5	NV	american
121579	238 S Rainbow Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True	False					False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	loud		False	casual		True	True	2	False	True	True	yes		free	-CQokjildrY7UZezXCdEBw	Bars, Bar Crawl, American (Traditional), Nightlife, Asian Fusion, Dive Bars, Indian, Restaurants	Las Vegas		16:0-22:0	16:0-22:0	16:0-22:0	16:0-22:0	16:0-22:0	16:0-22:0	16:0-22:0	1	36.1714276	-115.2450798	Toddy Shop	Westside	89145	41	5.0	NV	american
121813	255 E Flamingo Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	1	False	True	True		True	free	vOfz55MmWgjNQ3BA2PnhgQ	Restaurants, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1134367128	-115.159506798	Marilyn's Cafe	Eastside	89169	630	4.0	NV	american
121970	4500 W Tropicana Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}	False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False	False					False	True	{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True		True	free	Zrx25j1M794Nh8fUGB8E9A	Seafood, Restaurants, American (Traditional), Nightlife, Bars	Las Vegas		10:0-2:0	10:0-2:0	10:0-4:0	10:0-4:0	10:0-2:0	10:0-2:0	10:0-2:0	1	36.102704	-115.202215	TGI Fridays		89103	233	2.5	NV	american
121972	3333 Blue Diamond Rd, Ste 101, Silverton Casino				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		loud		False	casual		False	True	2	False	True	True		True	no	N0l-6kdgRXEskiGw3ab05A	Sandwiches, Diners, American (Traditional), Restaurants, Burgers, Fast Food	Las Vegas		11:0-2:0	11:0-23:0	11:0-2:0	11:0-23:0	11:0-23:0	11:0-23:0	11:0-23:0	1	36.0414	-115.184424	Johnny Rockets	Southwest	89139	70	3.0	NV	american
122172	5790 S Fort Apache Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True	yes	True	free	qQIUMQJ0pMiiYpygql3Zdg	American (Traditional), Pubs, Bars, Restaurants, Nightlife	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.083395	-115.2972898	The Lodge Fort Apache	Spring Valley	89148	60	3.0	NV	american
122763	740 S Decatur Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}			True		average		False	casual		False	True	1	False	True	True		True	no	PYUyY5E1MPn_8m9WZeMDHA	Breakfast & Brunch, American (Traditional), Restaurants, Diners	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1634312	-115.2072287	Sourdough Cafe	Westside	89107	98	3.0	NV	american
122839	6135 S Pecos				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					True		True	{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}			False		average		True	casual		False	True	1	False	False	True		True	no	WlTeMP8p3m1b3LxkfBllLQ	Food, Fast Food, Restaurants, American (Traditional), Burgers, Ice Cream & Frozen Yogurt	Las Vegas		6:0-0:0	6:0-0:0	6:30-0:0	7:0-0:0	6:0-0:0	6:0-0:0	6:0-0:0	1	36.0783329337	-115.101518788	Sonic Drive-In	Southeast	89120	40	3.0	NV	american
122872	4844-4848 S Eastern Ave				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}			False		average		True	casual		False	True	1	False	False	True			free	fPR9PShdUam2KvvgnTrSNQ	Coffee & Tea, Food, Restaurants, American (Traditional)	Las Vegas									1	36.1011847851	-115.118516658	Starbucks	Eastside	89119	30	3.5	NV	american
122999	3200 E Cheyenne Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	1	True	True	False		True	free	94GL9JkTuhSqSZ94RS5Dkw	Restaurants, American (Traditional), French, Latin American	Las Vegas		12:0-13:0				17:0-18:0	12:0-13:0	12:0-13:0	1	36.220592335	-115.106071783	Russell's Restaurant		89136	17	4.5	NV	american
123228	5757 Wayne Newton Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}									False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			True				False	casual		False	True	2	False	True	False		False		nCjsK9-_xH0bxuEqdAc8TA	American (Traditional), Restaurants	Las Vegas									1	36.085374	-115.149616	Budweiser Racing Track Bar & Grill	Southeast	89119	12	2.5	NV	american
123243	221 N Rampart Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			True		average		False	casual		False	True	1	False	True	True		True	free	QvC9BTeewBxMgdUadFglKw	American (Traditional), Restaurants, Breakfast & Brunch, Cafes	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1757918	-115.2907964	Promenade Cafe	Westside	89145	89	2.5	NV	american
123340	6020 W Flamingo Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True	False			False		False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	2	False	True	True	yes	True	free	iAu8s96GKQ73Xe7j_2GyCQ	Nightlife, Bars, Sports Bars, American (Traditional), Restaurants, Salad	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.115196	-115.224077	Jackson's Bar & Grill		89103	235	4.0	NV	american
123483	3900 Las Vegas Blvd S				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	False	False		True	free	ABJjxuO6oh5D9R48-eAUdQ	Arts & Entertainment, Buffets, Casinos, Restaurants, American (Traditional)	Las Vegas		7:0-22:0	7:0-22:0	7:0-22:0	7:0-22:0	7:0-22:0	7:0-22:0	7:0-22:0	1	36.0954919333	-115.175835416	The Buffet at Luxor	The Strip	89109	747	2.5	NV	american
123826	2 Kyle Canyon Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True				False			True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}			False		quiet		False	casual		False	True	2	True	True	False		True	free	hwJdv1tttvynXo2LZjJ6rg	Restaurants, American (Traditional), Steakhouses	Las Vegas		7:0-22:0	7:0-20:0	7:0-22:0	7:0-20:0	7:0-20:0	7:0-20:0	7:0-20:0	1	36.269479	-115.594566	A Cut Above Steakhouse		89124	32	2.5	NV	american
124089	3930 S Las Vegas Blvd, Ste 200b				full_bar	{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}	False	False	True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}		False	False			False		True	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		False	True	{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	very_loud		False	dressy		False	True	2	True	True	False	yes	True	free	TN89zi12H1TXgFoELFCE4w	Restaurants, American (Traditional), Cocktail Bars, Venues & Event Spaces, Music Venues, Lounges, Event Planning & Services, Nightlife, Bars, Arts & Entertainment	Las Vegas		19:0-2:0		19:0-2:0		21:0-2:0			1	36.0912409	-115.1740769	1923 Bourbon Bar	The Strip	89119	80	3.5	NV	american
124659	2856 S Nellis Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					True		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	False	1	False	False	True				oTUpxF_E9D1n_LhN5N0NXg	Chicken Wings, American (Traditional), Restaurants, Fast Food	Las Vegas		10:0-22:0	10:0-22:0	10:0-22:0	10:0-22:0	10:0-22:0	10:0-22:0	10:0-22:0	1	36.13775	-115.064997	Popeyes Louisiana Kitchen	Sunrise	89121	21	2.0	NV	american
